Plot Title: BT_TCBKXD_1811_b,,,,,,,
Date,"Time, GMT-04:00","Temp, °C (LGR S/N: 10508028)",Coupler Detached (LGR S/N: 10508028),Coupler Attached (LGR S/N: 10508028),Host Connected (LGR S/N: 10508028),Stopped (LGR S/N: 10508028),End Of File (LGR S/N: 10508028)
11/3/2018,1:15:00,28.866,,,,,
11/3/2018,1:45:00,28.866,,,,,
11/3/2018,2:15:00,28.816,,,,,
11/3/2018,2:45:00,28.891,,,,,
11/3/2018,3:15:00,28.891,,,,,
11/3/2018,3:45:00,28.891,,,,,
11/3/2018,4:15:00,28.916,,,,,
11/3/2018,4:45:00,28.916,,,,,
11/3/2018,5:15:00,28.916,,,,,
11/3/2018,5:45:00,28.916,,,,,
11/3/2018,6:15:00,28.916,,,,,
11/3/2018,6:45:00,28.916,,,,,
11/3/2018,7:15:00,28.916,,,,,
11/3/2018,7:45:00,28.916,,,,,
11/3/2018,8:15:00,28.916,,,,,
11/3/2018,8:45:00,28.916,,,,,
11/3/2018,9:15:00,28.916,,,,,
11/3/2018,9:45:00,28.916,,,,,
11/3/2018,10:15:00,28.916,,,,,
11/3/2018,10:45:00,28.916,,,,,
11/3/2018,11:15:00,28.916,,,,,
11/3/2018,11:45:00,28.916,,,,,
11/3/2018,12:15:00,28.916,,,,,
11/3/2018,12:45:00,28.916,,,,,
11/3/2018,13:15:00,28.916,,,,,
11/3/2018,13:45:00,28.916,,,,,
11/3/2018,14:15:00,28.916,,,,,
11/3/2018,14:45:00,28.916,,,,,
11/3/2018,15:15:00,28.916,,,,,
11/3/2018,15:45:00,28.941,,,,,
11/3/2018,16:15:00,28.916,,,,,
11/3/2018,16:45:00,28.916,,,,,
11/3/2018,17:15:00,28.916,,,,,
11/3/2018,17:45:00,28.916,,,,,
11/3/2018,18:15:00,28.916,,,,,
11/3/2018,18:45:00,28.891,,,,,
11/3/2018,19:15:00,28.866,,,,,
11/3/2018,19:45:00,28.841,,,,,
11/3/2018,20:15:00,28.816,,,,,
11/3/2018,20:45:00,28.841,,,,,
11/3/2018,21:15:00,28.866,,,,,
11/3/2018,21:45:00,28.866,,,,,
11/3/2018,22:15:00,28.841,,,,,
11/3/2018,22:45:00,28.866,,,,,
11/3/2018,23:15:00,28.891,,,,,
11/3/2018,23:45:00,28.866,,,,,
11/4/2018,0:15:00,28.891,,,,,
11/4/2018,0:45:00,28.891,,,,,
11/4/2018,1:15:00,28.866,,,,,
11/4/2018,1:45:00,28.841,,,,,
11/4/2018,2:15:00,28.841,,,,,
11/4/2018,2:45:00,28.841,,,,,
11/4/2018,3:15:00,28.866,,,,,
11/4/2018,3:45:00,28.841,,,,,
11/4/2018,4:15:00,28.866,,,,,
11/4/2018,4:45:00,28.866,,,,,
11/4/2018,5:15:00,28.841,,,,,
11/4/2018,5:45:00,28.841,,,,,
11/4/2018,6:15:00,28.841,,,,,
11/4/2018,6:45:00,28.841,,,,,
11/4/2018,7:15:00,28.866,,,,,
11/4/2018,7:45:00,28.816,,,,,
11/4/2018,8:15:00,28.791,,,,,
11/4/2018,8:45:00,28.791,,,,,
11/4/2018,9:15:00,28.841,,,,,
11/4/2018,9:45:00,28.816,,,,,
11/4/2018,10:15:00,28.816,,,,,
11/4/2018,10:45:00,28.816,,,,,
11/4/2018,11:15:00,28.866,,,,,
11/4/2018,11:45:00,28.866,,,,,
11/4/2018,12:15:00,28.891,,,,,
11/4/2018,12:45:00,28.891,,,,,
11/4/2018,13:15:00,28.866,,,,,
11/4/2018,13:45:00,28.866,,,,,
11/4/2018,14:15:00,28.866,,,,,
11/4/2018,14:45:00,28.866,,,,,
11/4/2018,15:15:00,28.866,,,,,
11/4/2018,15:45:00,28.866,,,,,
11/4/2018,16:15:00,28.866,,,,,
11/4/2018,16:45:00,28.866,,,,,
11/4/2018,17:15:00,28.841,,,,,
11/4/2018,17:45:00,28.841,,,,,
11/4/2018,18:15:00,28.816,,,,,
11/4/2018,18:45:00,28.816,,,,,
11/4/2018,19:15:00,28.816,,,,,
11/4/2018,19:45:00,28.766,,,,,
11/4/2018,20:15:00,28.766,,,,,
11/4/2018,20:45:00,28.766,,,,,
11/4/2018,21:15:00,28.791,,,,,
11/4/2018,21:45:00,28.791,,,,,
11/4/2018,22:15:00,28.791,,,,,
11/4/2018,22:45:00,28.791,,,,,
11/4/2018,23:15:00,28.816,,,,,
11/4/2018,23:45:00,28.791,,,,,
11/5/2018,0:15:00,28.791,,,,,
11/5/2018,0:45:00,28.791,,,,,
11/5/2018,1:15:00,28.766,,,,,
11/5/2018,1:45:00,28.742,,,,,
11/5/2018,2:15:00,28.717,,,,,
11/5/2018,2:45:00,28.717,,,,,
11/5/2018,3:15:00,28.717,,,,,
11/5/2018,3:45:00,28.766,,,,,
11/5/2018,4:15:00,28.766,,,,,
11/5/2018,4:45:00,28.742,,,,,
11/5/2018,5:15:00,28.717,,,,,
11/5/2018,5:45:00,28.742,,,,,
11/5/2018,6:15:00,28.692,,,,,
11/5/2018,6:45:00,28.717,,,,,
11/5/2018,7:15:00,28.642,,,,,
11/5/2018,7:45:00,28.568,,,,,
11/5/2018,8:15:00,28.468,,,,,
11/5/2018,8:45:00,28.468,,,,,
11/5/2018,9:15:00,28.568,,,,,
11/5/2018,9:45:00,28.568,,,,,
11/5/2018,10:15:00,28.518,,,,,
11/5/2018,10:45:00,28.543,,,,,
11/5/2018,11:15:00,28.593,,,,,
11/5/2018,11:45:00,28.717,,,,,
11/5/2018,12:15:00,28.742,,,,,
11/5/2018,12:45:00,28.742,,,,,
11/5/2018,13:15:00,28.742,,,,,
11/5/2018,13:45:00,28.816,,,,,
11/5/2018,14:15:00,28.816,,,,,
11/5/2018,14:45:00,28.816,,,,,
11/5/2018,15:15:00,28.791,,,,,
11/5/2018,15:45:00,28.791,,,,,
11/5/2018,16:15:00,28.766,,,,,
11/5/2018,16:45:00,28.791,,,,,
11/5/2018,17:15:00,28.791,,,,,
11/5/2018,17:45:00,28.791,,,,,
11/5/2018,18:15:00,28.791,,,,,
11/5/2018,18:45:00,28.791,,,,,
11/5/2018,19:15:00,28.791,,,,,
11/5/2018,19:45:00,28.766,,,,,
11/5/2018,20:15:00,28.766,,,,,
11/5/2018,20:45:00,28.766,,,,,
11/5/2018,21:15:00,28.717,,,,,
11/5/2018,21:45:00,28.717,,,,,
11/5/2018,22:15:00,28.717,,,,,
11/5/2018,22:45:00,28.717,,,,,
11/5/2018,23:15:00,28.692,,,,,
11/5/2018,23:45:00,28.667,,,,,
11/6/2018,0:15:00,28.717,,,,,
11/6/2018,0:45:00,28.717,,,,,
11/6/2018,1:15:00,28.742,,,,,
11/6/2018,1:45:00,28.742,,,,,
11/6/2018,2:15:00,28.742,,,,,
11/6/2018,2:45:00,28.766,,,,,
11/6/2018,3:15:00,28.766,,,,,
11/6/2018,3:45:00,28.742,,,,,
11/6/2018,4:15:00,28.742,,,,,
11/6/2018,4:45:00,28.742,,,,,
11/6/2018,5:15:00,28.742,,,,,
11/6/2018,5:45:00,28.742,,,,,
11/6/2018,6:15:00,28.717,,,,,
11/6/2018,6:45:00,28.717,,,,,
11/6/2018,7:15:00,28.717,,,,,
11/6/2018,7:45:00,28.717,,,,,
11/6/2018,8:15:00,28.692,,,,,
11/6/2018,8:45:00,28.692,,,,,
11/6/2018,9:15:00,28.717,,,,,
11/6/2018,9:45:00,28.717,,,,,
11/6/2018,10:15:00,28.742,,,,,
11/6/2018,10:45:00,28.742,,,,,
11/6/2018,11:15:00,28.742,,,,,
11/6/2018,11:45:00,28.742,,,,,
11/6/2018,12:15:00,28.742,,,,,
11/6/2018,12:45:00,28.717,,,,,
11/6/2018,13:15:00,28.742,,,,,
11/6/2018,13:45:00,28.717,,,,,
11/6/2018,14:15:00,28.692,,,,,
11/6/2018,14:45:00,28.692,,,,,
11/6/2018,15:15:00,28.667,,,,,
11/6/2018,15:45:00,28.642,,,,,
11/6/2018,16:15:00,28.617,,,,,
11/6/2018,16:45:00,28.642,,,,,
11/6/2018,17:15:00,28.642,,,,,
11/6/2018,17:45:00,28.642,,,,,
11/6/2018,18:15:00,28.642,,,,,
11/6/2018,18:45:00,28.642,,,,,
11/6/2018,19:15:00,28.617,,,,,
11/6/2018,19:45:00,28.617,,,,,
11/6/2018,20:15:00,28.593,,,,,
11/6/2018,20:45:00,28.568,,,,,
11/6/2018,21:15:00,28.568,,,,,
11/6/2018,21:45:00,28.518,,,,,
11/6/2018,22:15:00,28.493,,,,,
11/6/2018,22:45:00,28.493,,,,,
11/6/2018,23:15:00,28.468,,,,,
11/6/2018,23:45:00,28.444,,,,,
11/7/2018,0:15:00,28.419,,,,,
11/7/2018,0:45:00,28.692,,,,,
11/7/2018,1:15:00,28.717,,,,,
11/7/2018,1:45:00,28.717,,,,,
11/7/2018,2:15:00,28.816,,,,,
11/7/2018,2:45:00,28.742,,,,,
11/7/2018,3:15:00,28.692,,,,,
11/7/2018,3:45:00,28.692,,,,,
11/7/2018,4:15:00,28.642,,,,,
11/7/2018,4:45:00,28.692,,,,,
11/7/2018,5:15:00,28.692,,,,,
11/7/2018,5:45:00,28.692,,,,,
11/7/2018,6:15:00,28.667,,,,,
11/7/2018,6:45:00,28.617,,,,,
11/7/2018,7:15:00,28.593,,,,,
11/7/2018,7:45:00,28.593,,,,,
11/7/2018,8:15:00,28.593,,,,,
11/7/2018,8:45:00,28.568,,,,,
11/7/2018,9:15:00,28.518,,,,,
11/7/2018,9:45:00,28.518,,,,,
11/7/2018,10:15:00,28.593,,,,,
11/7/2018,10:45:00,28.667,,,,,
11/7/2018,11:15:00,28.667,,,,,
11/7/2018,11:45:00,28.692,,,,,
11/7/2018,12:15:00,28.692,,,,,
11/7/2018,12:45:00,28.692,,,,,
11/7/2018,13:15:00,28.692,,,,,
11/7/2018,13:45:00,28.692,,,,,
11/7/2018,14:15:00,28.667,,,,,
11/7/2018,14:45:00,28.568,,,,,
11/7/2018,15:15:00,28.518,,,,,
11/7/2018,15:45:00,28.419,,,,,
11/7/2018,16:15:00,28.32,,,,,
11/7/2018,16:45:00,28.32,,,,,
11/7/2018,17:15:00,28.345,,,,,
11/7/2018,17:45:00,28.345,,,,,
11/7/2018,18:15:00,28.369,,,,,
11/7/2018,18:45:00,28.369,,,,,
11/7/2018,19:15:00,28.369,,,,,
11/7/2018,19:45:00,28.369,,,,,
11/7/2018,20:15:00,28.369,,,,,
11/7/2018,20:45:00,28.369,,,,,
11/7/2018,21:15:00,28.617,,,,,
11/7/2018,21:45:00,28.642,,,,,
11/7/2018,22:15:00,28.642,,,,,
11/7/2018,22:45:00,28.667,,,,,
11/7/2018,23:15:00,28.667,,,,,
11/7/2018,23:45:00,28.593,,,,,
11/8/2018,0:15:00,28.642,,,,,
11/8/2018,0:45:00,28.617,,,,,
11/8/2018,1:15:00,28.518,,,,,
11/8/2018,1:45:00,28.518,,,,,
11/8/2018,2:15:00,28.642,,,,,
11/8/2018,2:45:00,28.692,,,,,
11/8/2018,3:15:00,28.717,,,,,
11/8/2018,3:45:00,28.692,,,,,
11/8/2018,4:15:00,28.717,,,,,
11/8/2018,4:45:00,28.717,,,,,
11/8/2018,5:15:00,28.667,,,,,
11/8/2018,5:45:00,28.617,,,,,
11/8/2018,6:15:00,28.568,,,,,
11/8/2018,6:45:00,28.568,,,,,
11/8/2018,7:15:00,28.543,,,,,
11/8/2018,7:45:00,28.568,,,,,
11/8/2018,8:15:00,28.568,,,,,
11/8/2018,8:45:00,28.568,,,,,
11/8/2018,9:15:00,28.593,,,,,
11/8/2018,9:45:00,28.642,,,,,
11/8/2018,10:15:00,28.667,,,,,
11/8/2018,10:45:00,28.692,,,,,
11/8/2018,11:15:00,28.692,,,,,
11/8/2018,11:45:00,28.692,,,,,
11/8/2018,12:15:00,28.692,,,,,
11/8/2018,12:45:00,28.717,,,,,
11/8/2018,13:15:00,28.717,,,,,
11/8/2018,13:45:00,28.692,,,,,
11/8/2018,14:15:00,28.717,,,,,
11/8/2018,14:45:00,28.692,,,,,
11/8/2018,15:15:00,28.667,,,,,
11/8/2018,15:45:00,28.692,,,,,
11/8/2018,16:15:00,28.692,,,,,
11/8/2018,16:45:00,28.593,,,,,
11/8/2018,17:15:00,28.568,,,,,
11/8/2018,17:45:00,28.543,,,,,
11/8/2018,18:15:00,28.518,,,,,
11/8/2018,18:45:00,28.493,,,,,
11/8/2018,19:15:00,28.518,,,,,
11/8/2018,19:45:00,28.518,,,,,
11/8/2018,20:15:00,28.617,,,,,
11/8/2018,20:45:00,28.642,,,,,
11/8/2018,21:15:00,28.617,,,,,
11/8/2018,21:45:00,28.543,,,,,
11/8/2018,22:15:00,28.444,,,,,
11/8/2018,22:45:00,28.642,,,,,
11/8/2018,23:15:00,28.717,,,,,
11/8/2018,23:45:00,28.717,,,,,
11/9/2018,0:15:00,28.717,,,,,
11/9/2018,0:45:00,28.717,,,,,
11/9/2018,1:15:00,28.717,,,,,
11/9/2018,1:45:00,28.717,,,,,
11/9/2018,2:15:00,28.717,,,,,
11/9/2018,2:45:00,28.692,,,,,
11/9/2018,3:15:00,28.717,,,,,
11/9/2018,3:45:00,28.667,,,,,
11/9/2018,4:15:00,28.543,,,,,
11/9/2018,4:45:00,28.518,,,,,
11/9/2018,5:15:00,28.642,,,,,
11/9/2018,5:45:00,28.642,,,,,
11/9/2018,6:15:00,28.642,,,,,
11/9/2018,6:45:00,28.642,,,,,
11/9/2018,7:15:00,28.692,,,,,
11/9/2018,7:45:00,28.692,,,,,
11/9/2018,8:15:00,28.692,,,,,
11/9/2018,8:45:00,28.692,,,,,
11/9/2018,9:15:00,28.717,,,,,
11/9/2018,9:45:00,28.742,,,,,
11/9/2018,10:15:00,28.717,,,,,
11/9/2018,10:45:00,28.667,,,,,
11/9/2018,11:15:00,28.667,,,,,
11/9/2018,11:45:00,28.667,,,,,
11/9/2018,12:15:00,28.692,,,,,
11/9/2018,12:45:00,28.742,,,,,
11/9/2018,13:15:00,28.742,,,,,
11/9/2018,13:45:00,28.692,,,,,
11/9/2018,14:15:00,28.742,,,,,
11/9/2018,14:45:00,28.667,,,,,
11/9/2018,15:15:00,28.568,,,,,
11/9/2018,15:45:00,28.593,,,,,
11/9/2018,16:15:00,28.543,,,,,
11/9/2018,16:45:00,28.593,,,,,
11/9/2018,17:15:00,28.642,,,,,
11/9/2018,17:45:00,28.642,,,,,
11/9/2018,18:15:00,28.642,,,,,
11/9/2018,18:45:00,28.617,,,,,
11/9/2018,19:15:00,28.642,,,,,
11/9/2018,19:45:00,28.667,,,,,
11/9/2018,20:15:00,28.692,,,,,
11/9/2018,20:45:00,28.717,,,,,
11/9/2018,21:15:00,28.766,,,,,
11/9/2018,21:45:00,28.667,,,,,
11/9/2018,22:15:00,28.593,,,,,
11/9/2018,22:45:00,28.617,,,,,
11/9/2018,23:15:00,28.692,,,,,
11/9/2018,23:45:00,28.692,,,,,
11/10/2018,0:15:00,28.692,,,,,
11/10/2018,0:45:00,28.717,,,,,
11/10/2018,1:15:00,28.692,,,,,
11/10/2018,1:45:00,28.692,,,,,
11/10/2018,2:15:00,28.692,,,,,
11/10/2018,2:45:00,28.692,,,,,
11/10/2018,3:15:00,28.692,,,,,
11/10/2018,3:45:00,28.667,,,,,
11/10/2018,4:15:00,28.717,,,,,
11/10/2018,4:45:00,28.717,,,,,
11/10/2018,5:15:00,28.692,,,,,
11/10/2018,5:45:00,28.717,,,,,
11/10/2018,6:15:00,28.717,,,,,
11/10/2018,6:45:00,28.717,,,,,
11/10/2018,7:15:00,28.717,,,,,
11/10/2018,7:45:00,28.717,,,,,
11/10/2018,8:15:00,28.717,,,,,
11/10/2018,8:45:00,28.717,,,,,
11/10/2018,9:15:00,28.717,,,,,
11/10/2018,9:45:00,28.717,,,,,
11/10/2018,10:15:00,28.642,,,,,
11/10/2018,10:45:00,28.667,,,,,
11/10/2018,11:15:00,28.692,,,,,
11/10/2018,11:45:00,28.642,,,,,
11/10/2018,12:15:00,28.667,,,,,
11/10/2018,12:45:00,28.692,,,,,
11/10/2018,13:15:00,28.642,,,,,
11/10/2018,13:45:00,28.568,,,,,
11/10/2018,14:15:00,28.692,,,,,
11/10/2018,14:45:00,28.742,,,,,
11/10/2018,15:15:00,28.717,,,,,
11/10/2018,15:45:00,28.766,,,,,
11/10/2018,16:15:00,28.766,,,,,
11/10/2018,16:45:00,28.766,,,,,
11/10/2018,17:15:00,28.766,,,,,
11/10/2018,17:45:00,28.742,,,,,
11/10/2018,18:15:00,28.717,,,,,
11/10/2018,18:45:00,28.742,,,,,
11/10/2018,19:15:00,28.717,,,,,
11/10/2018,19:45:00,28.717,,,,,
11/10/2018,20:15:00,28.692,,,,,
11/10/2018,20:45:00,28.667,,,,,
11/10/2018,21:15:00,28.692,,,,,
11/10/2018,21:45:00,28.667,,,,,
11/10/2018,22:15:00,28.717,,,,,
11/10/2018,22:45:00,28.766,,,,,
11/10/2018,23:15:00,28.766,,,,,
11/10/2018,23:45:00,28.766,,,,,
11/11/2018,0:15:00,28.692,,,,,
11/11/2018,0:45:00,28.692,,,,,
11/11/2018,1:15:00,28.692,,,,,
11/11/2018,1:45:00,28.667,,,,,
11/11/2018,2:15:00,28.717,,,,,
11/11/2018,2:45:00,28.742,,,,,
11/11/2018,3:15:00,28.742,,,,,
11/11/2018,3:45:00,28.742,,,,,
11/11/2018,4:15:00,28.742,,,,,
11/11/2018,4:45:00,28.742,,,,,
11/11/2018,5:15:00,28.742,,,,,
11/11/2018,5:45:00,28.742,,,,,
11/11/2018,6:15:00,28.742,,,,,
11/11/2018,6:45:00,28.742,,,,,
11/11/2018,7:15:00,28.742,,,,,
11/11/2018,7:45:00,28.742,,,,,
11/11/2018,8:15:00,28.742,,,,,
11/11/2018,8:45:00,28.742,,,,,
11/11/2018,9:15:00,28.742,,,,,
11/11/2018,9:45:00,28.742,,,,,
11/11/2018,10:15:00,28.717,,,,,
11/11/2018,10:45:00,28.667,,,,,
11/11/2018,11:15:00,28.717,,,,,
11/11/2018,11:45:00,28.593,,,,,
11/11/2018,12:15:00,28.692,,,,,
11/11/2018,12:45:00,28.692,,,,,
11/11/2018,13:15:00,28.667,,,,,
11/11/2018,13:45:00,28.617,,,,,
11/11/2018,14:15:00,28.692,,,,,
11/11/2018,14:45:00,28.667,,,,,
11/11/2018,15:15:00,28.667,,,,,
11/11/2018,15:45:00,28.667,,,,,
11/11/2018,16:15:00,28.717,,,,,
11/11/2018,16:45:00,28.717,,,,,
11/11/2018,17:15:00,28.717,,,,,
11/11/2018,17:45:00,28.717,,,,,
11/11/2018,18:15:00,28.717,,,,,
11/11/2018,18:45:00,28.742,,,,,
11/11/2018,19:15:00,28.742,,,,,
11/11/2018,19:45:00,28.742,,,,,
11/11/2018,20:15:00,28.742,,,,,
11/11/2018,20:45:00,28.742,,,,,
11/11/2018,21:15:00,28.742,,,,,
11/11/2018,21:45:00,28.742,,,,,
11/11/2018,22:15:00,28.742,,,,,
11/11/2018,22:45:00,28.766,,,,,
11/11/2018,23:15:00,28.717,,,,,
11/11/2018,23:45:00,28.742,,,,,
11/12/2018,0:15:00,28.717,,,,,
11/12/2018,0:45:00,28.667,,,,,
11/12/2018,1:15:00,28.593,,,,,
11/12/2018,1:45:00,28.518,,,,,
11/12/2018,2:15:00,28.444,,,,,
11/12/2018,2:45:00,28.444,,,,,
11/12/2018,3:15:00,28.444,,,,,
11/12/2018,3:45:00,28.468,,,,,
11/12/2018,4:15:00,28.617,,,,,
11/12/2018,4:45:00,28.717,,,,,
11/12/2018,5:15:00,28.717,,,,,
11/12/2018,5:45:00,28.717,,,,,
11/12/2018,6:15:00,28.717,,,,,
11/12/2018,6:45:00,28.766,,,,,
11/12/2018,7:15:00,28.766,,,,,
11/12/2018,7:45:00,28.766,,,,,
11/12/2018,8:15:00,28.766,,,,,
11/12/2018,8:45:00,28.766,,,,,
11/12/2018,9:15:00,28.766,,,,,
11/12/2018,9:45:00,28.766,,,,,
11/12/2018,10:15:00,28.766,,,,,
11/12/2018,10:45:00,28.766,,,,,
11/12/2018,11:15:00,28.766,,,,,
11/12/2018,11:45:00,28.766,,,,,
11/12/2018,12:15:00,28.742,,,,,
11/12/2018,12:45:00,28.742,,,,,
11/12/2018,13:15:00,28.717,,,,,
11/12/2018,13:45:00,28.717,,,,,
11/12/2018,14:15:00,28.742,,,,,
11/12/2018,14:45:00,28.717,,,,,
11/12/2018,15:15:00,28.717,,,,,
11/12/2018,15:45:00,28.717,,,,,
11/12/2018,16:15:00,28.717,,,,,
11/12/2018,16:45:00,28.717,,,,,
11/12/2018,17:15:00,28.742,,,,,
11/12/2018,17:45:00,28.742,,,,,
11/12/2018,18:15:00,28.742,,,,,
11/12/2018,18:45:00,28.717,,,,,
11/12/2018,19:15:00,28.717,,,,,
11/12/2018,19:45:00,28.766,,,,,
11/12/2018,20:15:00,28.766,,,,,
11/12/2018,20:45:00,28.766,,,,,
11/12/2018,21:15:00,28.742,,,,,
11/12/2018,21:45:00,28.766,,,,,
11/12/2018,22:15:00,28.766,,,,,
11/12/2018,22:45:00,28.766,,,,,
11/12/2018,23:15:00,28.766,,,,,
11/12/2018,23:45:00,28.766,,,,,
11/13/2018,0:15:00,28.766,,,,,
11/13/2018,0:45:00,28.766,,,,,
11/13/2018,1:15:00,28.766,,,,,
11/13/2018,1:45:00,28.791,,,,,
11/13/2018,2:15:00,28.791,,,,,
11/13/2018,2:45:00,28.791,,,,,
11/13/2018,3:15:00,28.791,,,,,
11/13/2018,3:45:00,28.791,,,,,
11/13/2018,4:15:00,28.791,,,,,
11/13/2018,4:45:00,28.791,,,,,
11/13/2018,5:15:00,28.791,,,,,
11/13/2018,5:45:00,28.766,,,,,
11/13/2018,6:15:00,28.766,,,,,
11/13/2018,6:45:00,28.766,,,,,
11/13/2018,7:15:00,28.766,,,,,
11/13/2018,7:45:00,28.766,,,,,
11/13/2018,8:15:00,28.766,,,,,
11/13/2018,8:45:00,28.766,,,,,
11/13/2018,9:15:00,28.766,,,,,
11/13/2018,9:45:00,28.766,,,,,
11/13/2018,10:15:00,28.766,,,,,
11/13/2018,10:45:00,28.766,,,,,
11/13/2018,11:15:00,28.766,,,,,
11/13/2018,11:45:00,28.766,,,,,
11/13/2018,12:15:00,28.766,,,,,
11/13/2018,12:45:00,28.791,,,,,
11/13/2018,13:15:00,28.791,,,,,
11/13/2018,13:45:00,28.766,,,,,
11/13/2018,14:15:00,28.766,,,,,
11/13/2018,14:45:00,28.766,,,,,
11/13/2018,15:15:00,28.766,,,,,
11/13/2018,15:45:00,28.766,,,,,
11/13/2018,16:15:00,28.766,,,,,
11/13/2018,16:45:00,28.766,,,,,
11/13/2018,17:15:00,28.766,,,,,
11/13/2018,17:45:00,28.766,,,,,
11/13/2018,18:15:00,28.766,,,,,
11/13/2018,18:45:00,28.766,,,,,
11/13/2018,19:15:00,28.766,,,,,
11/13/2018,19:45:00,28.766,,,,,
11/13/2018,20:15:00,28.766,,,,,
11/13/2018,20:45:00,28.766,,,,,
11/13/2018,21:15:00,28.766,,,,,
11/13/2018,21:45:00,28.742,,,,,
11/13/2018,22:15:00,28.742,,,,,
11/13/2018,22:45:00,28.742,,,,,
11/13/2018,23:15:00,28.742,,,,,
11/13/2018,23:45:00,28.742,,,,,
11/14/2018,0:15:00,28.717,,,,,
11/14/2018,0:45:00,28.766,,,,,
11/14/2018,1:15:00,28.742,,,,,
11/14/2018,1:45:00,28.766,,,,,
11/14/2018,2:15:00,28.766,,,,,
11/14/2018,2:45:00,28.766,,,,,
11/14/2018,3:15:00,28.766,,,,,
11/14/2018,3:45:00,28.766,,,,,
